userid,label,v1_mfcc1,v1_mfcc2,v1_mfcc3,v1_mfcc4,v1_mfcc5,v1_mfcc6,v1_mfcc7,v1_mfcc8,v1_mfcc9,v1_mfcc10,v1_mfcc11,v1_mfcc12,v1_mfcc13,v1_mfcc14,v1_mfcc15,v1_mfcc16,v1_mfcc17,v1_mfcc18,v1_mfcc19,v1_mfcc20,v1_mfcc21,v1_mfcc22,v1_mfcc23,v1_mfcc24,v1_mfcc25,v1_mfcc26,v1_mfcc27,v1_mfcc28,v1_mfcc29,v1_mfcc30,v1_mfcc31,v1_mfcc32,v1_mfcc33,v1_mfcc34,v1_mfcc35,v1_mfcc36,v2_meanX,v2_meanY,v2_meanZ,v2_sdX,v2_sdY,v2_sdZ,v2_maxX,v2_maxY,v2_maxZ,v2_corXY,v2_corXZ,v2_corYZ,v2_meanMagnitude,v2_sdMagnitude,v2_auc,v2_meanDif
user1,watch_tv,119.892959169918,5.57659457601209,-6.8457591596157,-6.50885178084161,-0.415924355369072,-4.39289310058218,-8.02758204684272,-4.25191316976917,-1.30557235814088,-4.02833159743868,0.1178709343981,10.331946640109,114.814377863212,1.88609900663806,-6.47057944424879,-7.8742854495265,-5.18063287667257,-0.544236878676979,-4.98029176022913,-7.52877602414935,-4.11082584414312,3.48333272010528,9.49231862285392,5.93160105045219,115.114983646709,5.80458945763018,-3.53965303355602,-3.15466237815913,-3.67710515130019,-3.05033475388617,-3.80205326173287,-3.32394362489357,-4.94323873712192,-3.89789643868462,-6.34422625541691,0.41276965025971,0.320298549714286,0.946909872285714,-0.0810267861142857,0.00148616125385562,0.00283501182208666,0.00180358236641271,0.32348633,0.95654297,-0.07739258,-0.188866237296492,-0.0521734889752278,-0.669996488339219,1.00289614189352,0.00273170738173105,35.1013649662733,7.19796000282586e-05
user1,watch_tv,119.059085103266,5.27192779062118,-12.3567310608988,-6.90479486051085,-5.94855818265182,-7.15081767342875,-1.03206648201349,-0.707811381174416,-5.56623247307406,0.481220384719847,0.733354793569485,0.896458137574317,120.049480502731,3.24159203430986,-4.35428139721839,-7.49968157027939,-3.02881988867284,-6.02884687502348,-3.46139165904585,-2.87019047247821,-3.11449947931864,-2.88919290701134,3.34610427103974,2.39625661195922,111.76992950605,0.934503697996404,-1.90610819033439,-7.39100092747622,-5.48745035778731,-3.03485679313556,-1.52366966945944,-1.42212064389022,-2.43164732381456,-2.73362334452557,0.300193536922414,-0.894421101283788,0.320828797704918,0.94595687,-0.0838042713114754,0.0012616014090491,0.00210822008754858,0.00178401035568976,0.3244629,0.9511719,-0.07910156,-0.240712255118357,-0.155878805800552,-0.357832885240213,1.00239404311446,0.00199718249926999,61.1460366299821,4.49422972982502e-05
user1,watch_tv,111.570723592456,7.74164381334766,3.97372756165153,-3.54356065373438,-8.51978020295728,-8.33099955562351,-8.05734693243994,-3.78993056913991,-7.47868078314526,-2.83338801410352,-4.93774389951908,-5.67357522312535,117.26680599944,9.48283240944534,-1.48493652943909,-9.40395859375639,-14.2203921004126,-8.88239030290879,-6.31542744301866,-5.71651055977399,-10.1675948786409,-9.54076819086172,-5.16282798450677,1.79314150733821,114.777635881294,9.71340511203229,0.604119884750593,-7.82817081856996,-11.576051260398,-7.14762006927589,-8.75486008828162,-7.58593641257609,-11.3438318352588,-3.62527338126048,-1.45692635620676,4.38568215183887,0.325077311666667,0.948246255666667,-0.0820841471666667,0.00957333239631351,0.0141859272364437,0.0189760649626272,0.36523438,1.019043,-0.009521484,0.561601718650761,-0.183205670408519,-0.571479798670004,1.00596426316479,0.0163238099811997,60.3578557898876,0.000174741051361825
user1,watch_tv,117.171851921635,5.7383870015338,-0.505121325296799,-4.25799465210651,-4.8951174724753,-7.51664798545303,-8.26386129551517,-5.5310991392886,-13.7533813647901,-8.14437236807882,-4.0547550908368,1.78757423537124,115.269823241173,1.32736497630406,-13.1033107365953,-6.89974589367886,-7.30152935780561,-10.8227161071107,-4.0368349944215,0.741575245661557,-6.38500792584938,4.74035281402302,12.0214419123193,9.31607645862579,118.894201166344,1.49832130750955,-8.25287062149475,-6.47736238001633,1.54845785972935,-4.99115378107202,-11.7134065507745,-9.34731164316978,-2.7818136642852,-5.78399849659246,-2.86816323357904,-1.93904894268439,0.310261417846154,0.949511721846154,0.0221191404076923,0.0155238553696116,0.0208534974163856,0.0347122604025765,0.3486328,0.9963379,0.1340332,-0.40606798863237,0.00382394708036959,-0.582255096054729,0.9999444022201,0.0170720287131556,64.9963861443065,-0.000134290125148247
user1,watch_tv,121.609290025621,3.89783292006267,-5.47777246289278,-6.22007243779534,-4.0944820665552,-4.90719131091827,-8.59469056681716,-6.31407711403031,-3.66947120261044,-6.66136286260277,1.33920441200094,-4.69903422308217,123.871072069705,1.90903977200192,-13.6947049867823,-9.63953073002293,-0.448350561690687,-9.52030327216049,-16.2586571910079,-2.63820002798052,-1.90286937514064,-5.03079687043747,4.63652039458826,-2.60585643462202,126.263293112835,-1.05851692584412,-8.84925200614193,-7.00665618891159,-8.04896659063958,-5.42596903376019,-10.2904023797103,-4.72308944989684,0.338413304442492,-7.02193978531032,-4.19144698459731,-2.32656375233952,0.3007392890625,0.955032345625,0.0108909607671875,0.00205765118885026,0.00257562954000918,0.00289872120549447,0.30566406,0.9602051,0.020751953,0.117634119998412,-0.0733300186113523,-0.303711984226914,1.00133005598593,0.00258983847337258,64.0851235830995,0.000169469250242913
user1,watch_tv,125.784146356418,-0.199430413063949,-11.3637855930505,-10.3953205940365,-4.56746578898463,-6.06833466169137,-11.0786036695514,-3.71693451721203,-6.18261008803855,-6.4524879687157,7.05376530807917,0.602036511282304,124.479576075043,1.26221922687873,-8.94722050124112,-4.02714828193009,-4.51823897077002,-5.6586393439998,-7.2663515754881,-7.54919339409495,-7.32457098045331,-0.270283807221932,5.2760192732913,-5.22444817926427,126.840442318514,0.141226494807014,-10.5243609539099,-6.71338102152451,-4.94515851991327,-0.119849632050588,-6.64534207230239,-7.82386253526259,-6.43161082096967,-0.70177739842132,4.57281325504097,-7.20311066523572,0.302769252428571,0.954910715142857,0.00634765627285714,0.00169160342197028,0.00277976198083173,0.00171024756967182,0.30664063,0.96069336,0.010253906,0.0754759996398823,-0.170494080282607,-0.395568728331641,1.00178338763098,0.00273096275445183,70.1248371341687,-3.59802830434924e-05
user1,watch_tv,125.398793185826,2.53528269618556,-5.82911497496489,-1.48738618424035,-9.92863963242028,-7.85363411011416,-8.84511628957093,-4.09057637126208,-4.06517101302801,-4.8801697640054,6.84159255226128,-6.31085856090346,123.756082013207,1.8213824256885,-9.7432310684175,-1.54317421036947,-8.67841927962479,-5.27873025427291,-12.2889669157543,-8.23915077315384,-3.0509450268207,-4.06631910589848,-0.383344004334372,-5.12592888448531,127.548081279087,-0.19196579637161,-10.7409822929589,-4.52327669983557,-4.63640816991357,-5.10342878595016,-13.0000206283905,-3.21484495899295,0.0901560235666625,-8.16384372898007,-0.0974169062684444,-4.33868790090084,0.303064179122807,0.955150938596491,0.0043174342245614,0.00159926825055608,0.00264278681649587,0.0018369498616935,0.30639648,0.9621582,0.008544922,-0.481239987386873,0.124747391752758,-0.402017947292994,1.00209143498161,0.00232222220045482,57.1192117939518,0.000140239407392598
user1,watch_tv,121.955063661703,2.51520727787084,-6.28816063577034,-6.68772056222792,-3.87572218413229,-11.6914689423754,-6.8706012853894,-2.12655317960933,-6.90083284008124,-5.75726754889714,0.787051560286832,-4.34766025675714,125.204107488364,0.175748942533147,-7.33203504494116,-5.77629916375873,-10.379003601427,-5.25269663561744,-5.72911027308351,-7.95167037534546,-3.20085477248254,-2.78971068071623,0.836968665983717,-9.13018685851979,124.043858906486,2.98502057577271,-6.59593122978632,-5.10784687108798,-4.71686290977564,-12.167232326419,-8.72122080806631,-1.91728058157195,-1.3225506601482,-8.7197646324239,1.0655822551933,-5.31375609365934,0.301466035853659,0.955036440487805,0.0050614519695122,0.0021521933469916,0.00290512060553943,0.00283246495163002,0.30566406,0.9604492,0.009521484,0.100964266787113,-0.375986574587464,-0.208048389680761,1.00150603736469,0.00290423689832799,41.0617475319524,-7.15752636286811e-06
user1,watch_tv,110.958450490514,1.49558566307684,-3.39319718851569,-4.58682094880881,-5.81753548704252,-5.84879978408431,-7.60268510575956,-6.41041617456154,-8.68786943798077,-3.32266183598131,2.24049333112445,6.04439675328826,119.630253735186,3.96416206935202,-13.8787766830871,-8.39008647065405,-3.9630888527655,-4.01848007373067,-6.93142560232166,-3.10100210485401,-5.3723915671391,-4.39806163203781,-2.27684709008398,-3.9408854922487,117.345662435809,3.93087672175357,-6.30286094537248,-6.7527656457465,-4.62051031507754,-5.78158846037908,-5.94381263077378,-6.78059429967524,-6.21354693890504,-6.83791861841175,-3.65650099396897,-1.82479405904845,0.3027669265,0.9550943995,0.00452473958166667,0.00181169275088322,0.00319394027126763,0.00232372745955033,0.30615234,0.9638672,0.009033203,-0.0928009137357694,-0.220356905416529,-0.246119228050433,1.0019496368712,0.00304051539398673,60.1169782122717,-0.000135058070346047
user1,watch_tv,114.856755246069,5.14090301621823,-6.41138190670231,-9.38735391188733,-4.70668724573018,-4.65021365504139,-8.80385250136499,-8.74014616633364,-7.49305744800786,-3.08498669610239,-2.67060805787901,-1.97618101460873,118.839942408335,4.34840802220857,-11.893371757918,-11.1516094618476,-5.10307185721047,-1.42548693954538,-5.77031650404071,-6.3416470223569,-7.46694008918787,-3.31068210318349,-2.36458484732518,-2.06617648731449,115.171580178618,4.29316336901267,-11.6371487874892,-11.7719976099912,-3.99367378153093,-0.166032829049645,-4.66586396852086,-3.37984555296041,-4.19478944707217,-3.49514659380585,-5.69754706955313,-2.14896097659726,0.303595650833333,0.954033746111111,-0.00399441188888889,0.00762842178105027,0.00854733475066678,0.014031992068876,0.32641602,0.97509766,0.0075683594,0.089541178273075,0.024784943887845,-0.267577102609222,1.00130479221688,0.00874835056400709,36.0469725198075,7.96002873592852e-05
user1,watch_tv,113.534221389795,1.81118365920076,-5.82629821465072,-4.73760607751935,-4.65729992823712,-4.80182890230876,-9.94592749090675,-8.49769340183633,-5.12363769197426,-1.77269375769392,-2.5336250579086,-2.4937264123152,118.587065289566,6.86795085004544,-4.78557710276557,-7.61964672890674,-10.2930148330433,-10.5246997958496,-13.5050382680822,-5.52825513541021,-6.92355294649462,-3.84650195397734,-3.62183084400927,-2.9310724686774,116.296499710575,4.70285215429782,-3.40015942030207,-5.31089600903693,-15.7806607831249,-7.680335593706,-0.501753553694692,-5.63110935046218,-5.16550308701126,0.23443128353318,-5.87979884343848,-2.44665567260176,0.312573981818182,0.951364226060606,-0.00744998817272727,0.00208262447344167,0.00320974405792251,0.00293007633508903,0.3190918,0.95654297,-0.0007324219,-0.198601408657713,0.00951317180330567,-0.361560416381097,1.00143192955873,0.00299781922970764,66.094507350876,0.000131084483573153
user1,watch_tv,115.048627786387,5.86971721842984,-5.71909385027361,-9.60551321731345,-9.73737161012842,-3.07383692778272,-4.24504863245058,-8.90637669071629,-13.4228061670484,-4.82305530939852,0.743791641002097,2.83657765467518,114.865825184873,4.68453951481102,-5.50995213311107,-6.48184867539768,-6.71121993590982,-8.26393290047531,-8.59590390159712,-5.8229300762261,-6.94688638692806,-4.30809579069783,-3.37160732726691,-2.56191950584375,112.783418915688,4.68272964277336,-0.112340862899598,-5.19695075105682,-6.97562686553109,-8.37323877253131,-10.4730880262803,-8.80446039844893,-4.20996832291804,-1.23646390361228,-3.43608776839188,-1.80749618728908,0.312951291212121,0.950794567575758,-0.00549686316666667,0.00200407467428823,0.00227726938186948,0.00184738123392449,0.3166504,0.95581055,-0.0021972656,0.0352125353816136,-0.102923137515096,-0.00897393210055342,1.00099263628375,0.00227319483824164,33.0327569973636,-0.000221876198189703
user1,watch_tv,115.211576845338,3.79536171887013,-7.08493011014932,-4.5474571860096,-1.57515903178981,-6.64968260690061,-7.69859558916464,-5.35789334271847,-5.14395293653,-5.78707756661985,-5.2216720248247,-5.92478347318843,114.456385617153,4.12958306963148,-3.93959439965913,-5.98946260988214,-7.65989137880357,-7.63839541625659,-8.21135863704847,-4.9233971419573,-6.91369572287905,-0.318362354332369,-0.155895170874436,2.24665923354064,118.311399730213,4.97762498096228,-6.6129924794204,-16.2705617401577,-4.91790632177152,-6.06214511618906,-7.17429966563596,-7.01408229206274,-2.18192701525459,-1.44603711389487,-2.12839342016574,-1.36909310182958,0.313060087647059,0.951710420294118,-0.00776223574705882,0.00207554891885739,0.00315686734072791,0.00191084854628641,0.3178711,0.96069336,-0.0031738281,0.0788242245882956,-0.382120233661885,-0.208828769495016,1.00191193843901,0.00312202137923399,34.0650059069262,7.84974578884209e-05
user1,watch_tv,119.621148706356,2.62596592821742,-14.1086638673833,-10.3639240310205,-1.71532398167159,-8.84701071525669,-6.45030960255759,1.64590422688951,-3.97454283864065,-4.311220614789,5.73904953580352,-0.464385930922016,116.286521294086,3.92980426983993,-6.82832661949036,-10.770226786367,-4.62743120598008,-10.0586138262809,-4.89473245632678,-7.03414805280395,-4.00951697930551,-1.28820102576049,0.0855657927035396,-2.89902715444332,118.488477483263,4.36412729776832,-12.9507243380596,-8.03595170177812,-0.463999217764624,-11.3901300144471,-13.6067102426386,-2.78156453117541,-2.28928960517612,-3.11731003048775,1.936902814149,5.16942488042867,0.313707140277778,0.951104058055556,-0.00981987843888889,0.00231166361956614,0.00292306117542631,0.00224071249549847,0.3190918,0.9602051,-0.005859375,0.232482641748053,-0.234892684677175,-0.0785807922624642,1.00155727794113,0.00303099670322298,36.0560620058805,5.10782952191369e-05
user1,watch_tv,117.316628523067,6.49547202534724,-6.6611002825001,-12.6612186423907,-3.40925583557309,-7.10789643080618,-9.78548917250559,-5.89123867771309,-2.63973082139443,-4.89410447615022,-5.18913237733495,-3.20986978889876,114.286316936325,3.97006636737907,-1.39514871257304,-1.05764573993194,-11.0799387942829,-6.24284462718872,-6.75369125246988,-8.05811369251608,-6.83091573394918,-4.58451150833238,-4.49961696019411,-2.17699030965587,117.559849051263,4.65485879543291,-4.92505462532495,-7.9423311532122,-10.0731036736588,-6.48445370078439,-11.0317518995845,-12.4912433113243,-5.28356409623521,-2.57930982504662,3.24157456740099,3.91433145714652,0.314254502711864,0.950513939491525,-0.0119918564220339,0.00210383167935181,0.0034180446414295,0.00205220622565636,0.31884766,0.95751953,-0.0075683594,-0.091513825587437,-0.0580057223156092,0.0523228191555738,1.00119230795299,0.00325024301442372,59.0703461692266,-8.98533891385494e-05
user1,watch_tv,120.140286853212,3.68035352544573,-13.1635483607885,-6.72526795282042,-1.2418505920904,-3.65210446963202,-14.5339356120995,-11.7907741629279,-6.8594760282276,-6.18128284990382,-7.43197996585057,-3.20494835008129,115.261192670503,2.54099961800434,-11.9525275218472,-6.72414453784766,0.899220024629952,-4.69497914838126,-13.3538630251196,-7.53268796019167,-2.4382147600799,-1.59743230794705,-3.64158597538998,0.629463609296314,117.452715076186,4.25324985899356,-11.3486682783627,-10.5817436600263,-4.13452902602901,-7.26558591108893,-10.1972177269411,-2.85184925955495,-2.52176968181824,-3.0870191598437,-0.800950100571793,1.75651830283978,0.310759514516129,0.95297142516129,0.000905682997096774,0.00633092958333501,0.00747334893070621,0.00892502168867894,0.32714844,0.9814453,0.022460938,0.18570437839731,-0.439735097416884,-0.41061817069949,1.00241749570054,0.00772763518402747,62.1498847334337,-0.000162367446377543
user1,watch_tv,118.603692014052,4.12211675614208,-8.78039947519659,-10.6809595849614,-6.01797017417871,-5.24936054279514,-8.05304457660759,-2.27156451688656,-3.82097847103153,-4.68936854939764,-0.494170452545723,-1.17018655710127,111.27225237483,3.10891247972242,-5.09767317385584,-7.84705725653915,-5.48274453619962,-4.5293442614058,-5.44324684649521,-3.99587213254439,-5.05854191222446,-3.36406795369106,-3.05243739294678,-1.67689402304621,120.373267515309,5.42523409908558,-5.7834320061382,-6.7797776684756,-4.48800114830046,-5.71054127242213,-14.2598330400895,-8.10840495490675,-5.07987127532867,-5.58660506904454,-2.88780779748878,-4.09069574640846,0.31641103745098,0.950506471372549,-0.0121830958215686,0.00312289663514491,0.00400899011621033,0.00814014120748355,0.32495117,0.9597168,0.017089844,-0.0636317545317688,-0.54599545830291,0.0871455068711724,1.00189939169316,0.00388722836974332,51.0968689763514,3.03748541054429e-05
user1,watch_tv,120.014685350568,3.90411655519881,-9.68600882271571,-8.319771506295,-1.76266961974414,-9.53044412423289,-7.84272443497813,0.820220117782697,-2.46172421687823,-4.7872276151532,0.816881875955782,-1.98167562489055,116.992676769846,4.89509837471614,-5.71280892144639,-9.05898949684661,-6.62491232952446,-5.19036449677311,-6.22661190083644,-5.24617885173034,-3.60022841375288,-5.10602392857662,-2.01639756326824,0.961692050885829,121.483371448312,2.19217438242742,-6.45940900901571,-11.7632019684782,-2.67217989380397,-7.76760458578174,-5.13539668843725,-12.3163802883087,-7.47085190369437,-4.85427035050083,3.82411886438074,-0.187270115843804,0.318438986956522,0.949956481086957,-0.0180610988369565,0.00151468207313742,0.00301238394791621,0.00203254405588291,0.32226563,0.95532227,-0.014404297,0.196433265811615,-0.00444329441964755,-0.336831498956175,1.00207448165778,0.00299991912736607,46.0954261562579,1.36572369273427e-05
